categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
laundry-basket	洗衣篮	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 洗衣篮	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Laundry Baskets	mvp	daily	pending	p1	pending	
brush-cleaning	清洁刷	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 清洁刷	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Cleaning Brushes	mvp	daily	pending	p1	pending	
rubber-gloves	清洁手套	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 清洁手套	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Rubber Cleaning Gloves	mvp	daily	pending	p1	pending	
dustpan	簸箕	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 簸箕	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Dustpans	mvp	daily	pending	p1	pending	
lint-roller	粘毛器	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 粘毛器	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Lint Rollers	mvp	daily	pending	p1	pending	
clothes-hanger	衣架	清洁与洗护 / 清洁洗护 / 洗衣与清洁工具 / 衣架	Household Supplies / Cleaning & Laundry / Laundry & Cleaning Tools / Clothes Hangers	mvp	daily	pending	p1	pending	
stain-remover-bottle	去渍剂瓶	清洁与洗护 / 清洁洗护 / 洗衣护理 / 去渍剂瓶	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Stain Remover Bottles	mvp	daily	pending	p2	pending	
fabric-softener-bag	柔顺剂袋	清洁与洗护 / 清洁洗护 / 洗衣护理 / 柔顺剂袋	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Fabric Softener Bags	mvp	daily	pending	p2	pending	
laundry-detergent-bottle	洗衣液瓶	清洁与洗护 / 清洁洗护 / 洗衣护理 / 洗衣液瓶	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Laundry Detergent Bottles	mvp	daily	pending	p2	pending	
laundry-detergent-bag	洗衣液袋	清洁与洗护 / 清洁洗护 / 洗衣护理 / 洗衣液袋	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Laundry Detergent Bags	mvp	daily	pending	p2	pending	
laundry-soap-bar	洗衣皂	清洁与洗护 / 清洁洗护 / 洗衣护理 / 洗衣皂	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Laundry Soap Bars	mvp	daily	pending	p2	pending	
washing-powder-bag	洗衣粉袋	清洁与洗护 / 清洁洗护 / 洗衣护理 / 洗衣粉袋	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Washing Powder Bags	mvp	daily	pending	p2	pending	
bleach-powder-bottle	漂白粉瓶	清洁与洗护 / 清洁洗护 / 洗衣护理 / 漂白粉瓶	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Bleach Powder Bottles	mvp	daily	pending	p2	pending	
dryer-sheet-box	烘干纸盒	清洁与洗护 / 清洁洗护 / 洗衣护理 / 烘干纸盒	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Dryer Sheet Boxes	mvp	daily	pending	p2	pending	
laundry-beads-bottle	留香珠瓶	清洁与洗护 / 清洁洗护 / 洗衣护理 / 留香珠瓶	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Laundry Bead Bottles	mvp	daily	pending	p2	pending	
collar-cleaner-bottle	衣领净瓶	清洁与洗护 / 清洁洗护 / 洗衣护理 / 衣领净瓶	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Collar Cleaner Bottles	mvp	daily	pending	p2	pending	
color-catcher-sheets	防串色片	清洁与洗护 / 清洁洗护 / 洗衣护理 / 防串色片	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Color Catcher Sheets	mvp	daily	pending	p2	pending	
shoe-deodorizer-spray	鞋除味喷雾	清洁与洗护 / 清洁洗护 / 洗衣护理 / 鞋除味喷雾	Cleaning/Hygiene Products / Laundry Products / Laundry Detergents and Care / Shoe Deodorizer Sprays	mvp	daily	pending	p2	pending	
kitchen-cleaner-bottle	厨房清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 厨房清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Kitchen Cleaner Bottles	mvp	daily	pending	p2	pending	
floor-cleaner-bottle	地板清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 地板清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Floor Cleaner Bottles	mvp	daily	pending	p2	pending	
multi-purpose-cleaner-bottle	多用途清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 多用途清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Multi Purpose Cleaner Bottles	mvp	daily	pending	p2	pending	
dishwashing-liquid-bottle	洗洁精瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 洗洁精瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Dishwashing Liquid Bottles	mvp	daily	pending	p2	pending	
dishwasher-tablet-box	洗碗机块盒	清洁与洗护 / 清洁洗护 / 清洁剂 / 洗碗机块盒	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Dishwasher Tablet Boxes	mvp	daily	pending	p2	pending	
bathroom-cleaner-bottle	浴室清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 浴室清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Bathroom Cleaner Bottles	mvp	daily	pending	p2	pending	
disinfectant-bottle	消毒液瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 消毒液瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Disinfectant Bottles	mvp	daily	pending	p2	pending	
bleach-bottle	漂白水瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 漂白水瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Bleach Bottles	mvp	daily	pending	p2	pending	
glass-cleaner-bottle	玻璃清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 玻璃清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Glass Cleaner Bottles	mvp	daily	pending	p2	pending	
leather-cleaner-bottle	皮革清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 皮革清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Leather Cleaner Bottles	mvp	daily	pending	p2	pending	
drain-cleaner-bottle	管道疏通剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 管道疏通剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Drain Cleaner Bottles	mvp	daily	pending	p2	pending	
descaling-agent-bottle	除垢剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 除垢剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Descaling Agent Bottles	mvp	daily	pending	p2	pending	
mold-remover-bottle	除霉剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 除霉剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Mold Remover Bottles	mvp	daily	pending	p2	pending	
shoe-cleaner-bottle	鞋类清洁剂瓶	清洁与洗护 / 清洁洗护 / 清洁剂 / 鞋类清洁剂瓶	Cleaning/Hygiene Products / Cleaning Products / Household Cleaners / Shoe Cleaner Bottles	mvp	daily	pending	p2	pending	
recycling-bin	分类垃圾桶	清洁与洗护 / 清洁洗护 / 清洁工具 / 分类垃圾桶	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Recycling Bins	mvp	daily	pending	p2	pending	
scrub-brush	刷子	清洁与洗护 / 清洁洗护 / 清洁工具 / 刷子	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Scrub Brushes	mvp	daily	pending	p2	pending	
garbage-bin	垃圾桶	清洁与洗护 / 清洁洗护 / 清洁工具 / 垃圾桶	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Garbage Bins	mvp	daily	pending	p2	pending	
trash-can-liner	垃圾桶内胆	清洁与洗护 / 清洁洗护 / 清洁工具 / 垃圾桶内胆	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Trash Can Liners	mvp	daily	pending	p2	pending	
flat-mop	平板拖把	清洁与洗护 / 清洁洗护 / 清洁工具 / 平板拖把	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Flat Mops	mvp	daily	pending	p2	pending	
spin-mop-bucket	旋转拖把桶	清洁与洗护 / 清洁洗护 / 清洁工具 / 旋转拖把桶	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Spin Mop Buckets	mvp	daily	pending	p2	pending	
dishcloth-pack	洗碗布包	清洁与洗护 / 清洁洗护 / 清洁工具 / 洗碗布包	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Dishcloth Packs	mvp	daily	pending	p2	pending	
sponge-pack	海绵包	清洁与洗护 / 清洁洗护 / 清洁工具 / 海绵包	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Sponge Packs	mvp	daily	pending	p2	pending	
cleaning-glove-pair	清洁手套	清洁与洗护 / 清洁洗护 / 清洁工具 / 清洁手套	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Cleaning Glove Pairs	mvp	daily	pending	p2	pending	
squeegee	玻璃刮	清洁与洗护 / 清洁洗护 / 清洁工具 / 玻璃刮	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Squeegees	mvp	daily	pending	p2	pending	
steel-wool-ball	钢丝球	清洁与洗护 / 清洁洗护 / 清洁工具 / 钢丝球	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Steel Wool Balls	mvp	daily	pending	p2	pending	
duster	除尘掸	清洁与洗护 / 清洁洗护 / 清洁工具 / 除尘掸	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Dusters	mvp	daily	pending	p2	pending	
lint-brush	除毛刷	清洁与洗护 / 清洁洗护 / 清洁工具 / 除毛刷	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Lint Brushes	mvp	daily	pending	p2	pending	
toilet-brush-set	马桶刷套装	清洁与洗护 / 清洁洗护 / 清洁工具 / 马桶刷套装	Cleaning/Hygiene Products / Cleaning Tools / Household Cleaning Tools / Toilet Brush Sets	mvp	daily	pending	p2	pending	
trash-bag-roll	垃圾袋卷	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 垃圾袋卷	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Trash Bag Rolls	mvp	daily	pending	p1	pending	
mop-head	拖把头	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 拖把头	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Mop Heads	mvp	daily	pending	p1	pending	
toilet-cleaner-bottle	洁厕剂	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 洁厕剂	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Toilet Cleaner Bottles	mvp	daily	pending	p1	pending	
dish-soap	洗洁精	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 洗洁精	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Dish Soap	mvp	daily	pending	p1	pending	
laundry-detergent	洗衣液	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 洗衣液	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Laundry Detergent	mvp	daily	pending	p1	pending	
sponge	海绵	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 海绵	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Cleaning Sponges	mvp	daily	pending	p1	pending	
cleaning-spray-bottle	清洁喷瓶	清洁与洗护 / 清洁洗护 / 清洁用品与配件 / 清洁喷瓶	Household Supplies / Cleaning & Laundry / Cleaning Products & Accessories / Cleaning Spray Bottles	mvp	daily	pending	p1	pending	
disposable-glove-box	一次性手套盒	清洁与洗护 / 纸品耗材 / 家庭纸品 / 一次性手套盒	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Disposable Glove Boxes	mvp	daily	pending	p2	pending	
disposable-cup-pack	一次性杯包装	清洁与洗护 / 纸品耗材 / 家庭纸品 / 一次性杯包装	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Disposable Cup Packs	mvp	daily	pending	p2	pending	
disposable-plate-pack	一次性盘包装	清洁与洗护 / 纸品耗材 / 家庭纸品 / 一次性盘包装	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Disposable Plate Packs	mvp	daily	pending	p2	pending	
disposable-chopsticks-pack	一次性筷子包	清洁与洗护 / 纸品耗材 / 家庭纸品 / 一次性筷子包	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Disposable Chopsticks Packs	mvp	daily	pending	p2	pending	
cling-film-roll	保鲜膜卷	清洁与洗护 / 纸品耗材 / 家庭纸品 / 保鲜膜卷	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Cling Film Rolls	mvp	daily	pending	p2	pending	
kitchen-paper-roll	厨房纸卷	清洁与洗护 / 纸品耗材 / 家庭纸品 / 厨房纸卷	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Kitchen Paper Rolls	mvp	daily	pending	p2	pending	
straw-pack	吸管包	清洁与洗护 / 纸品耗材 / 家庭纸品 / 吸管包	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Straw Packs	mvp	daily	pending	p2	pending	
zipper-bag-box	密封袋盒	清洁与洗护 / 纸品耗材 / 家庭纸品 / 密封袋盒	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Zipper Bag Boxes	mvp	daily	pending	p2	pending	
facial-tissue-pack	抽纸包	清洁与洗护 / 纸品耗材 / 家庭纸品 / 抽纸包	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Facial Tissue Packs	mvp	daily	pending	p2	pending	
paper-towel-pack	擦手纸包	清洁与洗护 / 纸品耗材 / 家庭纸品 / 擦手纸包	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Paper Towel Packs	mvp	daily	pending	p2	pending	
boxed-tissue	盒装纸巾	清洁与洗护 / 纸品耗材 / 家庭纸品 / 盒装纸巾	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Boxed Tissues	mvp	daily	pending	p2	pending	
aluminum-foil-roll	锡纸卷	清洁与洗护 / 纸品耗材 / 家庭纸品 / 锡纸卷	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Aluminum Foil Rolls	mvp	daily	pending	p2	pending	
napkin-pack	餐巾纸包	清洁与洗护 / 纸品耗材 / 家庭纸品 / 餐巾纸包	Cleaning/Hygiene Products / Paper Products / Household Paper Products / Napkin Packs	mvp	daily	pending	p2	pending	
desk-lamp	台灯	照明与电工 / 家用电工 / 照明插排与电工配件 / 台灯	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Desk Lamps	mvp	tool	pending	p1	pending	
ceiling-light	吸顶灯	照明与电工 / 家用电工 / 照明插排与电工配件 / 吸顶灯	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Ceiling Lights	mvp	tool	pending	p1	pending	
night-light	小夜灯	照明与电工 / 家用电工 / 照明插排与电工配件 / 小夜灯	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Night Lights	mvp	tool	pending	p1	pending	
extension-cord	延长线	照明与电工 / 家用电工 / 照明插排与电工配件 / 延长线	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Extension Cords	mvp	tool	pending	p1	pending	
wall-switch-panel	开关面板	照明与电工 / 家用电工 / 照明插排与电工配件 / 开关面板	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Wall Switch Panels	mvp	tool	pending	p1	pending	
power-strip	插线板	照明与电工 / 家用电工 / 照明插排与电工配件 / 插线板	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Power Strips	mvp	tool	pending	p1	pending	
light-bulb	灯泡	照明与电工 / 家用电工 / 照明插排与电工配件 / 灯泡	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Light Bulbs	mvp	tool	pending	p1	pending	
rechargeable-battery-charger	电池充电器	照明与电工 / 家用电工 / 照明插排与电工配件 / 电池充电器	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Battery Chargers	mvp	tool	pending	p1	pending	
floor-lamp	落地灯	照明与电工 / 家用电工 / 照明插排与电工配件 / 落地灯	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Floor Lamps	mvp	tool	pending	p1	pending	
plug-adapter	转换插头	照明与电工 / 家用电工 / 照明插排与电工配件 / 转换插头	Lighting & Electrical / Household Electrical / Lighting, Power Strips & Electrical Accessories / Plug Adapters	mvp	tool	pending	p1	pending	
led-bulb	LED灯泡	照明与电工 / 家用电工 / 照明电工 / LED灯泡	Electrical Supply / Lighting Electrical / Household Electrical Items / LED Bulbs	mvp	daily	pending	p2	pending	
usb-power-strip	USB插排	照明与电工 / 家用电工 / 照明电工 / USB插排	Electrical Supply / Lighting Electrical / Household Electrical Items / USB Power Strips	mvp	daily	pending	p2	pending	
desk-light-bulb	台灯灯泡	照明与电工 / 家用电工 / 照明电工 / 台灯灯泡	Electrical Supply / Lighting Electrical / Household Electrical Items / Desk Light Bulbs	mvp	daily	pending	p2	pending	
ceiling-light-panel	吸顶灯面板	照明与电工 / 家用电工 / 照明电工 / 吸顶灯面板	Electrical Supply / Lighting Electrical / Household Electrical Items / Ceiling Light Panels	mvp	daily	pending	p2	pending	
wall-socket-panel	墙插面板	照明与电工 / 家用电工 / 照明电工 / 墙插面板	Electrical Supply / Lighting Electrical / Household Electrical Items / Wall Socket Panels	mvp	daily	pending	p2	pending	
night-light-plug	插电夜灯	照明与电工 / 家用电工 / 照明电工 / 插电夜灯	Electrical Supply / Lighting Electrical / Household Electrical Items / Plug In Night Lights	mvp	daily	pending	p2	pending	
tube-light	灯管	照明与电工 / 家用电工 / 照明电工 / 灯管	Electrical Supply / Lighting Electrical / Household Electrical Items / Tube Lights	mvp	daily	pending	p2	pending	
electrical-tape-roll	电工胶带	照明与电工 / 家用电工 / 照明电工 / 电工胶带	Electrical Supply / Lighting Electrical / Household Electrical Items / Electrical Tape Rolls	mvp	daily	pending	p2	pending	
extension-cord-reel	电缆盘	照明与电工 / 家用电工 / 照明电工 / 电缆盘	Electrical Supply / Lighting Electrical / Household Electrical Items / Extension Cord Reels	mvp	daily	pending	p2	pending	
circuit-breaker	空气开关	照明与电工 / 家用电工 / 照明电工 / 空气开关	Electrical Supply / Lighting Electrical / Household Electrical Items / Circuit Breakers	mvp	daily	pending	p2	pending	
tablet	平板电脑	电子配件 / 消费电子 / 个人电子与网络设备 / 平板电脑	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Tablet Computers	mvp	tool	pending	p1	pending	
mobile-phone	手机	电子配件 / 消费电子 / 个人电子与网络设备 / 手机	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Mobile Phones	mvp	tool	pending	p1	pending	
phone-case	手机壳	电子配件 / 消费电子 / 个人电子与网络设备 / 手机壳	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Phone Cases	mvp	tool	pending	p1	pending	
smart-watch	智能手表	电子配件 / 消费电子 / 个人电子与网络设备 / 智能手表	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Smart Watches	mvp	tool	pending	p1	pending	
game-controller	游戏手柄	电子配件 / 消费电子 / 个人电子与网络设备 / 游戏手柄	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Game Controllers	mvp	tool	pending	p1	pending	
camera	相机	电子配件 / 消费电子 / 个人电子与网络设备 / 相机	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Cameras	mvp	tool	pending	p1	pending	
laptop	笔记本电脑	电子配件 / 消费电子 / 个人电子与网络设备 / 笔记本电脑	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Laptop Computers	mvp	tool	pending	p1	pending	
bluetooth-speaker	蓝牙音箱	电子配件 / 消费电子 / 个人电子与网络设备 / 蓝牙音箱	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Bluetooth Speakers	mvp	tool	pending	p1	pending	
screen-protector-box	钢化膜包装	电子配件 / 消费电子 / 个人电子与网络设备 / 钢化膜包装	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Screen Protector Packs	mvp	tool	pending	p1	pending	
keyboard	键盘	电子配件 / 消费电子 / 个人电子与网络设备 / 键盘	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Computer Keyboards	mvp	tool	pending	p1	pending	
computer-mouse	鼠标	电子配件 / 消费电子 / 个人电子与网络设备 / 鼠标	Electronics / Consumer Electronics / Personal Electronics & Network Devices / Computer Mice	mvp	tool	pending	p1	pending	
av-receiver	AV接收机	电子配件 / 消费电子 / 家庭影音设备 / AV接收机	Electronics / Consumer Electronics / Home Audio and Video Equipment / AV Receivers	mvp	appliance	pending	p1	pending	
cd-player	CD播放器	电子配件 / 消费电子 / 家庭影音设备 / CD播放器	Electronics / Consumer Electronics / Home Audio and Video Equipment / CD Players	mvp	appliance	pending	p1	pending	
dvd-blu-ray-player	DVD蓝光播放器	电子配件 / 消费电子 / 家庭影音设备 / DVD蓝光播放器	Electronics / Consumer Electronics / Home Audio and Video Equipment / DVD and Blu-ray Players	mvp	appliance	pending	p1	pending	
bookshelf-speaker	书架音箱	电子配件 / 消费电子 / 家庭影音设备 / 书架音箱	Electronics / Consumer Electronics / Home Audio and Video Equipment / Bookshelf Speakers	mvp	appliance	pending	p1	pending	
stereo-amplifier	功放	电子配件 / 消费电子 / 家庭影音设备 / 功放	Electronics / Consumer Electronics / Home Audio and Video Equipment / Stereo Amplifiers	mvp	appliance	pending	p1	pending	
turntable	唱片机	电子配件 / 消费电子 / 家庭影音设备 / 唱片机	Electronics / Consumer Electronics / Home Audio and Video Equipment / Turntables	mvp	appliance	pending	p1	pending	
soundbar	回音壁	电子配件 / 消费电子 / 家庭影音设备 / 回音壁	Electronics / Consumer Electronics / Home Audio and Video Equipment / Sound Bars	mvp	appliance	pending	p1	pending	
media-player	媒体播放器	电子配件 / 消费电子 / 家庭影音设备 / 媒体播放器	Electronics / Consumer Electronics / Home Audio and Video Equipment / Media Players	mvp	appliance	pending	p1	pending	
powered-speaker	有源音箱	电子配件 / 消费电子 / 家庭影音设备 / 有源音箱	Electronics / Consumer Electronics / Home Audio and Video Equipment / Powered Speakers	mvp	appliance	pending	p1	pending	
floor-standing-air-conditioner	柜机空调	电子配件 / 消费电子 / 家庭影音设备 / 柜机空调	Electronics / Consumer Electronics / Home Audio and Video Equipment / Floor Standing Air Conditioners	mvp	appliance	pending	p1	pending	
television	电视机	电子配件 / 消费电子 / 家庭影音设备 / 电视机	Electronics / Consumer Electronics / Home Audio and Video Equipment / Televisions	mvp	appliance	pending	p1	pending	
tv-box	电视盒子	电子配件 / 消费电子 / 家庭影音设备 / 电视盒子	Electronics / Consumer Electronics / Home Audio and Video Equipment / TV Boxes	mvp	appliance	pending	p1	pending	
floorstanding-speaker	落地音箱	电子配件 / 消费电子 / 家庭影音设备 / 落地音箱	Electronics / Consumer Electronics / Home Audio and Video Equipment / Floorstanding Speakers	mvp	appliance	pending	p1	pending	
hdmi-cable	HDMI线	电子配件 / 电子附件 / 电源与数码配件 / HDMI线	Computing/Communication / Electronic Accessories / Power and Device Accessories / HDMI Cables	mvp	daily	pending	p2	pending	
lightning-cable	Lightning线	电子配件 / 电子附件 / 电源与数码配件 / Lightning线	Computing/Communication / Electronic Accessories / Power and Device Accessories / Lightning Cables	mvp	daily	pending	p2	pending	
usb-c-cable	USB-C线	电子配件 / 电子附件 / 电源与数码配件 / USB-C线	Computing/Communication / Electronic Accessories / Power and Device Accessories / USB C Cables	mvp	daily	pending	p2	pending	
memory-card	存储卡	电子配件 / 电子附件 / 电源与数码配件 / 存储卡	Computing/Communication / Electronic Accessories / Power and Device Accessories / Memory Cards	mvp	daily	pending	p2	pending	
phone-charger	手机充电器	电子配件 / 电子附件 / 电源与数码配件 / 手机充电器	Computing/Communication / Electronic Accessories / Power and Device Accessories / Phone Chargers	mvp	daily	pending	p2	pending	
wireless-charger	无线充电器	电子配件 / 电子附件 / 电源与数码配件 / 无线充电器	Computing/Communication / Electronic Accessories / Power and Device Accessories / Wireless Chargers	mvp	daily	pending	p2	pending	
camera-battery	相机电池	电子配件 / 电子附件 / 电源与数码配件 / 相机电池	Computing/Communication / Electronic Accessories / Power and Device Accessories / Camera Batteries	mvp	daily	pending	p2	pending	
hard-drive	移动硬盘	电子配件 / 电子附件 / 电源与数码配件 / 移动硬盘	Computing/Communication / Electronic Accessories / Power and Device Accessories / External Hard Drives	mvp	daily	pending	p2	pending	
laptop-charger	笔记本电源适配器	电子配件 / 电子附件 / 电源与数码配件 / 笔记本电源适配器	Computing/Communication / Electronic Accessories / Power and Device Accessories / Laptop Chargers	mvp	daily	pending	p2	pending	
ethernet-cable	网线	电子配件 / 电子附件 / 电源与数码配件 / 网线	Computing/Communication / Electronic Accessories / Power and Device Accessories / Ethernet Cables	mvp	daily	pending	p2	pending	
earbuds-case	耳机盒	电子配件 / 电子附件 / 电源与数码配件 / 耳机盒	Computing/Communication / Electronic Accessories / Power and Device Accessories / Earbud Cases	mvp	daily	pending	p2	pending	
usb-flash-drive	U盘	电子配件 / 电子附件 / 线缆电源与小配件 / U盘	Electronics / Electronic Accessories / Cables, Power & Small Accessories / USB Flash Drives	mvp	tool	pending	p1	pending	
charger	充电器	电子配件 / 电子附件 / 线缆电源与小配件 / 充电器	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Power Adapters & Chargers	seed	tool	pending	p0	pending	
power-bank	充电宝	电子配件 / 电子附件 / 线缆电源与小配件 / 充电宝	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Power Banks	mvp	tool	pending	p1	pending	
memory-card-case	存储卡盒	电子配件 / 电子附件 / 线缆电源与小配件 / 存储卡盒	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Memory Card Cases	mvp	tool	pending	p1	pending	
charging-cable	数据线	电子配件 / 电子附件 / 线缆电源与小配件 / 数据线	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Charging Cables	seed	tool	pending	p0	pending	
smart-plug	智能插座	电子配件 / 电子附件 / 线缆电源与小配件 / 智能插座	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Smart Plugs	common	tool	pending	p2	pending	
battery	电池	电子配件 / 电子附件 / 线缆电源与小配件 / 电池	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Household Batteries	seed	tool	pending	p0	pending	
earphones	耳机	电子配件 / 电子附件 / 线缆电源与小配件 / 耳机	Electronics / Electronic Accessories / Cables, Power & Small Accessories / Earphones	mvp	tool	pending	p1	pending	
spray-mister	喷雾壶	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 喷雾壶	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Plant Misters	mvp	daily	pending	p1	pending	
garden-shears	园艺剪	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 园艺剪	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Garden Shears	mvp	daily	pending	p1	pending	
plant-label	植物标签	绿植园艺 / 植物园艺 / 室内绿植与园艺工具 / 植物标签	Garden & Outdoor / Plants & Garden Care / Indoor Plants & Garden Tools / Plant Labels	mvp	daily	pending	p1	pending	
